"","chr","start","end"
"4228","14",46500000,4.7e+07
"4229","14",4.7e+07,47500000
"4230","14",47500000,4.8e+07
"4231","14",4.8e+07,48500000
"4232","14",48500000,4.9e+07
"4233","14",4.9e+07,49500000
"4234","14",49500000,5e+07
"4235","14",5e+07,50500000
"4236","14",50500000,5.1e+07
"4237","14",5.1e+07,51500000
"4238","14",51500000,5.2e+07
"4239","14",5.2e+07,52500000
"4240","14",52500000,5.3e+07
"4241","14",5.3e+07,53500000
"4242","14",53500000,5.4e+07
"4243","14",5.4e+07,54500000
"4244","14",54500000,5.5e+07
"4245","14",5.5e+07,55500000
"4246","14",55500000,5.6e+07
"4247","14",5.6e+07,56500000
"4248","14",56500000,5.7e+07
"4249","14",5.7e+07,57500000
"4250","14",57500000,5.8e+07
"4251","14",5.8e+07,58500000
"4252","14",58500000,5.9e+07
"4253","14",5.9e+07,59500000
"4254","14",59500000,6e+07
"4255","14",6e+07,60500000
"4256","14",60500000,6.1e+07
"4257","14",6.1e+07,61500000
"4258","14",61500000,6.2e+07
"4259","14",6.2e+07,62500000
"4260","14",62500000,6.3e+07
"4261","14",6.3e+07,63500000
"4262","14",63500000,6.4e+07
"4263","14",6.4e+07,64500000
"4264","14",64500000,6.5e+07
"4265","14",6.5e+07,65500000
"4266","14",65500000,6.6e+07
"4267","14",6.6e+07,66500000
"4268","14",66500000,6.7e+07
"4269","14",6.7e+07,67500000
"4270","14",67500000,6.8e+07
"4271","14",6.8e+07,68500000
"4272","14",68500000,6.9e+07
"4273","14",6.9e+07,69500000
"4274","14",69500000,7e+07
"4275","14",7e+07,70500000
"4276","14",70500000,7.1e+07
"4277","14",7.1e+07,71500000
"4278","14",71500000,7.2e+07
"4279","14",7.2e+07,72500000
"4280","14",72500000,7.3e+07
"4281","14",7.3e+07,73500000
"4282","14",73500000,7.4e+07
"4283","14",7.4e+07,74500000
"4284","14",74500000,7.5e+07
"4285","14",7.5e+07,75500000
"4286","14",75500000,7.6e+07
"4287","14",7.6e+07,76500000
"4288","14",76500000,7.7e+07
"4289","14",7.7e+07,77500000
"4290","14",77500000,7.8e+07
"4291","14",7.8e+07,78500000
"4292","14",78500000,7.9e+07
"4293","14",7.9e+07,79500000
"4294","14",79500000,8e+07
"4295","14",8e+07,80500000
"4296","14",80500000,8.1e+07
"4297","14",8.1e+07,81500000
"4298","14",81500000,8.2e+07
"4299","14",8.2e+07,82500000
"4300","14",82500000,8.3e+07
"4301","14",8.3e+07,83500000
"4302","14",83500000,8.4e+07
"4303","14",8.4e+07,84500000
"4304","14",8.5e+07,85500000
"4305","14",85500000,8.6e+07
"4306","14",8.6e+07,86500000
"4307","14",86500000,8.7e+07
"4308","14",8.7e+07,87500000
"4309","14",87500000,8.8e+07
"4310","14",8.8e+07,88500000
"4311","14",88500000,8.9e+07
"4312","14",8.9e+07,89500000
"4313","14",89500000,9e+07
"4314","14",90500000,9.1e+07
"4315","14",9.1e+07,91500000
"4316","14",91500000,9.2e+07
"4317","14",9.2e+07,92500000
"4318","14",92500000,9.3e+07
"4319","14",9.3e+07,93500000
"4320","14",93500000,9.4e+07
"4321","14",9.4e+07,94500000
"4322","14",94500000,9.5e+07
"4323","14",9.5e+07,95500000
"4324","14",95500000,9.6e+07
"4325","14",9.6e+07,96500000
"4326","14",96500000,9.7e+07
"4327","14",9.7e+07,97500000
"4328","14",97500000,9.8e+07
"4329","14",9.8e+07,98500000
"4330","14",98500000,9.9e+07
"4331","14",9.9e+07,99500000
"4332","14",99500000,1e+08
"4333","14",1e+08,100500000
"4334","14",100500000,1.01e+08
"4335","14",1.01e+08,101500000
"4336","14",101500000,1.02e+08
"4337","14",1.02e+08,102500000
"4338","14",102500000,1.03e+08
"4339","14",1.03e+08,103500000
"4340","14",103500000,1.04e+08
"4341","14",1.04e+08,104500000
"4342","14",104500000,1.05e+08
"4343","14",1.05e+08,105500000
"4344","14",105500000,1.06e+08
"4345","14",1.06e+08,106500000
"4346","14",106500000,1.07e+08
"4347","15",5e+05,1e+06
"4348","15",1e+06,1500000
"4349","15",1500000,2e+06
"4350","15",2e+06,2500000
"4351","15",2500000,3e+06
"4352","15",3e+06,3500000
"4353","15",3500000,4e+06
"4354","15",4e+06,4500000
"4355","15",4500000,5e+06
"4356","15",5e+06,5500000
"4357","15",5500000,6e+06
"4358","15",6e+06,6500000
"4359","15",6500000,7e+06
"4360","15",7e+06,7500000
"4361","15",7500000,8e+06
"4362","15",8e+06,8500000
"4363","15",8500000,9e+06
"4364","15",9e+06,9500000
"4365","15",9500000,1e+07
"4366","15",1e+07,10500000
"4367","15",10500000,1.1e+07
"4368","15",1.1e+07,11500000
"4369","15",11500000,1.2e+07
"4370","15",1.2e+07,12500000
"4371","15",12500000,1.3e+07
"4372","15",1.3e+07,13500000
"4373","15",13500000,1.4e+07
"4374","15",1.4e+07,14500000
"4375","15",14500000,1.5e+07
"4376","15",1.5e+07,15500000
"4377","15",15500000,1.6e+07
"4378","15",1.6e+07,16500000
"4379","15",16500000,1.7e+07
"4380","15",1.7e+07,17500000
"4381","15",20500000,2.1e+07
"4382","15",2.1e+07,21500000
"4383","15",21500000,2.2e+07
"4384","15",2.2e+07,22500000
"4385","15",22500000,2.3e+07
"4386","15",2.3e+07,23500000
"4387","15",23500000,2.4e+07
"4388","15",2.4e+07,24500000
"4389","15",24500000,2.5e+07
"4390","15",2.5e+07,25500000
"4391","15",25500000,2.6e+07
"4392","15",2.6e+07,26500000
"4393","15",26500000,2.7e+07
"4394","15",2.7e+07,27500000
"4395","15",27500000,2.8e+07
"4396","15",2.8e+07,28500000
"4397","15",28500000,2.9e+07
"4398","15",2.9e+07,29500000
"4399","15",29500000,3e+07
"4400","15",3e+07,30500000
"4401","15",30500000,3.1e+07
"4402","15",3.1e+07,31500000
"4403","15",31500000,3.2e+07
"4404","15",3.2e+07,32500000
"4405","15",32500000,3.3e+07
"4406","15",3.3e+07,33500000
"4407","15",33500000,3.4e+07
"4408","15",3.4e+07,34500000
"4409","15",34500000,3.5e+07
"4410","15",3.5e+07,35500000
"4411","15",35500000,3.6e+07
"4412","15",3.6e+07,36500000
"4413","15",36500000,3.7e+07
"4414","15",3.7e+07,37500000
"4415","15",37500000,3.8e+07
"4416","15",3.8e+07,38500000
"4417","15",38500000,3.9e+07
"4418","15",3.9e+07,39500000
"4419","15",39500000,4e+07
"4420","15",4e+07,40500000
"4421","15",40500000,4.1e+07
"4422","15",4.1e+07,41500000
"4423","15",41500000,4.2e+07
"4424","15",4.2e+07,42500000
"4425","15",42500000,4.3e+07
"4426","15",4.3e+07,43500000
"4427","15",43500000,4.4e+07
"4428","15",4.4e+07,44500000
"4429","15",44500000,4.5e+07
"4430","15",4.5e+07,45500000
"4431","15",45500000,4.6e+07
"4432","15",4.6e+07,46500000
"4433","15",46500000,4.7e+07
"4434","15",4.7e+07,47500000
"4435","15",47500000,4.8e+07
"4436","15",4.8e+07,48500000
"4437","15",48500000,4.9e+07
"4438","15",4.9e+07,49500000
"4439","15",49500000,5e+07
"4440","15",5e+07,50500000
"4441","15",50500000,5.1e+07
"4442","15",5.1e+07,51500000
"4443","15",51500000,5.2e+07
"4444","15",5.2e+07,52500000
"4445","15",52500000,5.3e+07
"4446","15",5.3e+07,53500000
"4447","15",53500000,5.4e+07
"4448","15",5.4e+07,54500000
"4449","15",54500000,5.5e+07
"4450","15",5.5e+07,55500000
"4451","15",55500000,5.6e+07
"4452","15",5.6e+07,56500000
"4453","15",56500000,5.7e+07
"4454","15",5.7e+07,57500000
"4455","15",57500000,5.8e+07
"4456","15",5.8e+07,58500000
"4457","15",58500000,5.9e+07
"4458","15",5.9e+07,59500000
"4459","15",59500000,6e+07
"4460","15",6e+07,60500000
"4461","15",60500000,6.1e+07
"4462","15",6.1e+07,61500000
"4463","15",61500000,6.2e+07
"4464","15",6.2e+07,62500000
"4465","15",62500000,6.3e+07
"4466","15",6.3e+07,63500000
"4467","15",63500000,6.4e+07
"4468","15",6.4e+07,64500000
"4469","15",64500000,6.5e+07
"4470","15",6.5e+07,65500000
"4471","15",65500000,6.6e+07
"4472","15",6.6e+07,66500000
"4473","15",66500000,6.7e+07
"4474","15",6.7e+07,67500000
"4475","15",67500000,6.8e+07
"4476","15",6.8e+07,68500000
"4477","15",68500000,6.9e+07
"4478","15",6.9e+07,69500000
"4479","15",69500000,7e+07
"4480","15",7e+07,70500000
"4481","15",70500000,7.1e+07
"4482","15",7.1e+07,71500000
"4483","15",71500000,7.2e+07
"4484","15",7.2e+07,72500000
"4485","15",72500000,7.3e+07
"4486","15",7.3e+07,73500000
"4487","15",73500000,7.4e+07
"4488","15",7.4e+07,74500000
"4489","15",74500000,7.5e+07
"4490","15",7.5e+07,75500000
"4491","15",75500000,7.6e+07
"4492","15",7.6e+07,76500000
"4493","15",76500000,7.7e+07
"4494","15",7.7e+07,77500000
"4495","15",77500000,7.8e+07
"4496","15",7.8e+07,78500000
"4497","15",78500000,7.9e+07
"4498","15",7.9e+07,79500000
"4499","15",79500000,8e+07
"4500","15",8e+07,80500000
"4501","15",80500000,8.1e+07
"4502","15",8.1e+07,81500000
"4503","15",81500000,8.2e+07
"4504","15",8.2e+07,82500000
"4505","15",82500000,8.3e+07
"4506","15",8.3e+07,83500000
"4507","15",83500000,8.4e+07
"4508","15",8.4e+07,84500000
"4509","15",84500000,8.5e+07
"4510","15",8.5e+07,85500000
"4511","15",85500000,8.6e+07
"4512","15",8.6e+07,86500000
"4513","15",86500000,8.7e+07
"4514","15",8.7e+07,87500000
"4515","15",87500000,8.8e+07
"4516","15",8.8e+07,88500000
"4517","15",88500000,8.9e+07
"4518","15",8.9e+07,89500000
"4519","15",89500000,9e+07
"4520","15",9e+07,90500000
"4521","15",90500000,9.1e+07
"4522","15",9.1e+07,91500000
"4523","15",91500000,9.2e+07
"4524","15",9.2e+07,92500000
"4525","15",92500000,9.3e+07
"4526","15",9.3e+07,93500000
"4527","15",93500000,9.4e+07
"4528","15",9.4e+07,94500000
"4529","15",94500000,9.5e+07
"4530","15",9.5e+07,95500000
"4531","15",95500000,9.6e+07
"4532","15",9.6e+07,96500000
"4533","15",96500000,9.7e+07
"4534","15",9.7e+07,97500000
"4535","15",97500000,9.8e+07
"4536","15",9.8e+07,98500000
"4537","15",98500000,9.9e+07
"4538","15",9.9e+07,99500000
"4539","15",99500000,1e+08
"4540","15",1e+08,100500000
"4541","15",100500000,1.01e+08
"4542","15",1.01e+08,101500000
"4543","15",101500000,1.02e+08
"4544","15",1.02e+08,102500000
"4545","16",5e+05,1e+06
"4546","16",1e+06,1500000
"4547","16",1500000,2e+06
"4548","16",2e+06,2500000
"4549","16",2500000,3e+06
"4550","16",3e+06,3500000
"4551","16",3500000,4e+06
"4552","16",4e+06,4500000
"4553","16",4500000,5e+06
"4554","16",5e+06,5500000
"4555","16",5500000,6e+06
"4556","16",6e+06,6500000
"4557","16",6500000,7e+06
"4558","16",7e+06,7500000
"4559","16",7500000,8e+06
"4560","16",8e+06,8500000
"4561","16",8500000,9e+06
"4562","16",9e+06,9500000
"4563","16",9500000,1e+07
"4564","16",1e+07,10500000
"4565","16",10500000,1.1e+07
"4566","16",1.1e+07,11500000
"4567","16",11500000,1.2e+07
"4568","16",1.2e+07,12500000
"4569","16",12500000,1.3e+07
"4570","16",1.3e+07,13500000
"4571","16",13500000,1.4e+07
"4572","16",1.4e+07,14500000
"4573","16",14500000,1.5e+07
"4574","16",1.5e+07,15500000
"4575","16",15500000,1.6e+07
"4576","16",1.6e+07,16500000
"4577","16",16500000,1.7e+07
"4578","16",1.7e+07,17500000
"4579","16",17500000,1.8e+07
"4580","16",1.8e+07,18500000
"4581","16",18500000,1.9e+07
"4582","16",1.9e+07,19500000
"4583","16",19500000,2e+07
"4584","16",2e+07,20500000
"4585","16",20500000,2.1e+07
"4586","16",2.1e+07,21500000
"4587","16",21500000,2.2e+07
"4588","16",2.2e+07,22500000
"4589","16",22500000,2.3e+07
"4590","16",2.3e+07,23500000
"4591","16",23500000,2.4e+07
"4592","16",2.4e+07,24500000
"4593","16",24500000,2.5e+07
"4594","16",2.5e+07,25500000
"4595","16",25500000,2.6e+07
"4596","16",2.6e+07,26500000
"4597","16",26500000,2.7e+07
"4598","16",2.7e+07,27500000
"4599","16",27500000,2.8e+07
"4600","16",2.8e+07,28500000
"4601","16",28500000,2.9e+07
"4602","16",2.9e+07,29500000
"4603","16",29500000,3e+07
"4604","16",3e+07,30500000
"4605","16",30500000,3.1e+07
"4606","16",3.1e+07,31500000
"4607","16",31500000,3.2e+07
"4608","16",38500000,3.9e+07
"4609","16",3.9e+07,39500000
"4610","16",39500000,4e+07
"4611","16",4e+07,40500000
"4612","16",40500000,4.1e+07
"4613","16",4.1e+07,41500000
"4614","16",41500000,4.2e+07
"4615","16",4.2e+07,42500000
"4616","16",42500000,4.3e+07
"4617","16",4.3e+07,43500000
"4618","16",43500000,4.4e+07
"4619","16",4.4e+07,44500000
"4620","16",44500000,4.5e+07
"4621","16",4.5e+07,45500000
"4622","16",45500000,4.6e+07
"4623","16",4.7e+07,47500000
"4624","16",4.8e+07,48500000
"4625","16",48500000,4.9e+07
"4626","16",4.9e+07,49500000
"4627","16",49500000,5e+07
"4628","16",5e+07,50500000
"4629","16",50500000,5.1e+07
"4630","16",5.1e+07,51500000
"4631","16",51500000,5.2e+07
"4632","16",5.2e+07,52500000
"4633","16",52500000,5.3e+07
"4634","16",5.3e+07,53500000
"4635","16",53500000,5.4e+07
"4636","16",5.4e+07,54500000
"4637","16",54500000,5.5e+07
"4638","16",5.5e+07,55500000
"4639","16",55500000,5.6e+07
"4640","16",5.6e+07,56500000
"4641","16",56500000,5.7e+07
"4642","16",5.7e+07,57500000
"4643","16",57500000,5.8e+07
"4644","16",5.8e+07,58500000
"4645","16",58500000,5.9e+07
"4646","16",5.9e+07,59500000
"4647","16",59500000,6e+07
"4648","16",6e+07,60500000
"4649","16",60500000,6.1e+07
"4650","16",6.1e+07,61500000
"4651","16",61500000,6.2e+07
"4652","16",6.2e+07,62500000
"4653","16",62500000,6.3e+07
"4654","16",6.3e+07,63500000
"4655","16",63500000,6.4e+07
"4656","16",6.4e+07,64500000
"4657","16",64500000,6.5e+07
"4658","16",6.5e+07,65500000
"4659","16",65500000,6.6e+07
"4660","16",6.6e+07,66500000
"4661","16",66500000,6.7e+07
"4662","16",6.7e+07,67500000
"4663","16",67500000,6.8e+07
"4664","16",6.8e+07,68500000
"4665","16",68500000,6.9e+07
"4666","16",6.9e+07,69500000
"4667","16",69500000,7e+07
"4668","16",7e+07,70500000
"4669","16",70500000,7.1e+07
"4670","16",7.1e+07,71500000
"4671","16",71500000,7.2e+07
"4672","16",7.2e+07,72500000
"4673","16",72500000,7.3e+07
"4674","16",7.3e+07,73500000
"4675","16",73500000,7.4e+07
"4676","16",7.4e+07,74500000
"4677","16",74500000,7.5e+07
"4678","16",7.5e+07,75500000
"4679","16",75500000,7.6e+07
"4680","16",7.6e+07,76500000
"4681","16",76500000,7.7e+07
"4682","16",7.7e+07,77500000
"4683","16",77500000,7.8e+07
"4684","16",7.8e+07,78500000
"4685","16",78500000,7.9e+07
"4686","16",7.9e+07,79500000
"4687","16",79500000,8e+07
"4688","16",8e+07,80500000
"4689","16",80500000,8.1e+07
"4690","16",8.1e+07,81500000
"4691","16",81500000,8.2e+07
"4692","16",8.2e+07,82500000
"4693","16",82500000,8.3e+07
"4694","16",8.3e+07,83500000
"4695","16",83500000,8.4e+07
"4696","16",8.4e+07,84500000
"4697","16",84500000,8.5e+07
"4698","16",8.5e+07,85500000
"4699","16",85500000,8.6e+07
"4700","16",8.6e+07,86500000
"4701","16",86500000,8.7e+07
"4702","16",8.7e+07,87500000
"4703","16",87500000,8.8e+07
"4704","16",8.8e+07,88500000
"4705","16",88500000,8.9e+07
"4706","16",8.9e+07,89500000
"4707","16",89500000,9e+07
"4708","17",5e+05,1e+06
"4709","17",1e+06,1500000
"4710","17",1500000,2e+06
"4711","17",2e+06,2500000
"4712","17",2500000,3e+06
"4713","17",3e+06,3500000
"4714","17",3500000,4e+06
"4715","17",4e+06,4500000
"4716","17",4500000,5e+06
"4717","17",5e+06,5500000
"4718","17",5500000,6e+06
"4719","17",6e+06,6500000
"4720","17",6500000,7e+06
"4721","17",7e+06,7500000
"4722","17",7500000,8e+06
"4723","17",8e+06,8500000
"4724","17",8500000,9e+06
"4725","17",9e+06,9500000
"4726","17",9500000,1e+07
"4727","17",1e+07,10500000
"4728","17",10500000,1.1e+07
"4729","17",1.1e+07,11500000
"4730","17",11500000,1.2e+07
"4731","17",1.2e+07,12500000
"4732","17",12500000,1.3e+07
"4733","17",1.3e+07,13500000
"4734","17",13500000,1.4e+07
"4735","17",1.4e+07,14500000
"4736","17",14500000,1.5e+07
"4737","17",1.5e+07,15500000
"4738","17",15500000,1.6e+07
"4739","17",1.6e+07,16500000
"4740","17",16500000,1.7e+07
"4741","17",1.7e+07,17500000
"4742","17",17500000,1.8e+07
"4743","17",1.8e+07,18500000
"4744","17",18500000,1.9e+07
"4745","17",2e+07,20500000
"4746","17",20500000,2.1e+07
"4747","17",2.1e+07,21500000
"4748","17",25500000,2.6e+07
"4749","17",2.6e+07,26500000
"4750","17",26500000,2.7e+07
"4751","17",2.7e+07,27500000
"4752","17",27500000,2.8e+07
"4753","17",2.8e+07,28500000
"4754","17",28500000,2.9e+07
"4755","17",2.9e+07,29500000
"4756","17",29500000,3e+07
"4757","17",3e+07,30500000
"4758","17",30500000,3.1e+07
"4759","17",31500000,3.2e+07
"4760","17",3.2e+07,32500000
"4761","17",32500000,3.3e+07
"4762","17",33500000,3.4e+07
"4763","17",3.4e+07,34500000
"4764","17",34500000,3.5e+07
"4765","17",3.5e+07,35500000
"4766","17",35500000,3.6e+07
"4767","17",3.6e+07,36500000
"4768","17",36500000,3.7e+07
"4769","17",3.7e+07,37500000
"4770","17",37500000,3.8e+07
"4771","17",3.8e+07,38500000
"4772","17",38500000,3.9e+07
"4773","17",3.9e+07,39500000
"4774","17",39500000,4e+07
"4775","17",4e+07,40500000
"4776","17",40500000,4.1e+07
"4777","17",41500000,4.2e+07
"4778","17",4.2e+07,42500000
"4779","17",42500000,4.3e+07
"4780","17",4.3e+07,43500000
"4781","17",43500000,4.4e+07
"4782","17",4.4e+07,44500000
"4783","17",44500000,4.5e+07
"4784","17",4.5e+07,45500000
"4785","17",45500000,4.6e+07
"4786","17",4.6e+07,46500000
"4787","17",46500000,4.7e+07
"4788","17",4.7e+07,47500000
"4789","17",47500000,4.8e+07
"4790","17",4.8e+07,48500000
"4791","17",48500000,4.9e+07
"4792","17",4.9e+07,49500000
"4793","17",49500000,5e+07
"4794","17",5e+07,50500000
"4795","17",50500000,5.1e+07
"4796","17",51500000,5.2e+07
"4797","17",5.2e+07,52500000
"4798","17",52500000,5.3e+07
"4799","17",5.3e+07,53500000
"4800","17",53500000,5.4e+07
"4801","17",5.4e+07,54500000
"4802","17",54500000,5.5e+07
"4803","17",5.5e+07,55500000
"4804","17",5.6e+07,56500000
"4805","17",56500000,5.7e+07
"4806","17",5.7e+07,57500000
"4807","17",57500000,5.8e+07
"4808","17",5.8e+07,58500000
"4809","17",58500000,5.9e+07
"4810","17",5.9e+07,59500000
"4811","17",59500000,6e+07
"4812","17",6e+07,60500000
"4813","17",60500000,6.1e+07
"4814","17",6.1e+07,61500000
"4815","17",61500000,6.2e+07
"4816","17",6.2e+07,62500000
"4817","17",62500000,6.3e+07
"4818","17",6.3e+07,63500000
"4819","17",63500000,6.4e+07
"4820","17",6.4e+07,64500000
"4821","17",64500000,6.5e+07
"4822","17",6.5e+07,65500000
"4823","17",65500000,6.6e+07
"4824","17",6.6e+07,66500000
"4825","17",66500000,6.7e+07
"4826","17",6.7e+07,67500000
"4827","17",67500000,6.8e+07
"4828","17",6.8e+07,68500000
"4829","17",68500000,6.9e+07
"4830","17",6.9e+07,69500000
"4831","17",69500000,7e+07
"4832","17",7e+07,70500000
"4833","17",70500000,7.1e+07
"4834","17",7.1e+07,71500000
"4835","17",71500000,7.2e+07
"4836","17",7.2e+07,72500000
"4837","17",72500000,7.3e+07
"4838","17",7.3e+07,73500000
"4839","17",73500000,7.4e+07
"4840","17",7.4e+07,74500000
"4841","17",74500000,7.5e+07
"4842","17",75500000,7.6e+07
"4843","17",7.6e+07,76500000
"4844","17",76500000,7.7e+07
"4845","17",7.7e+07,77500000
"4846","17",77500000,7.8e+07
"4847","17",7.8e+07,78500000
"4848","17",78500000,7.9e+07
"4849","17",7.9e+07,79500000
"4850","17",79500000,8e+07
"4851","17",8e+07,80500000
"4852","17",80500000,8.1e+07
"4853","18",5e+05,1e+06
"4854","18",1e+06,1500000
"4855","18",1500000,2e+06
"4856","18",2e+06,2500000
"4857","18",3e+06,3500000
"4858","18",3500000,4e+06
"4859","18",4e+06,4500000
"4860","18",4500000,5e+06
"4861","18",5e+06,5500000
"4862","18",5500000,6e+06
"4863","18",6e+06,6500000
"4864","18",6500000,7e+06
"4865","18",7e+06,7500000
"4866","18",7500000,8e+06
"4867","18",8e+06,8500000
"4868","18",8500000,9e+06
"4869","18",9e+06,9500000
"4870","18",9500000,1e+07
"4871","18",1e+07,10500000
"4872","18",10500000,1.1e+07
"4873","18",1.1e+07,11500000
"4874","18",11500000,1.2e+07
"4875","18",1.2e+07,12500000
"4876","18",12500000,1.3e+07
"4877","18",1.3e+07,13500000
"4878","18",13500000,1.4e+07
"4879","18",1.4e+07,14500000
"4880","18",14500000,1.5e+07
"4881","18",1.9e+07,19500000
"4882","18",19500000,2e+07
"4883","18",2e+07,20500000
"4884","18",20500000,2.1e+07
"4885","18",2.1e+07,21500000
"4886","18",21500000,2.2e+07
"4887","18",2.2e+07,22500000
"4888","18",22500000,2.3e+07
"4889","18",2.3e+07,23500000
"4890","18",23500000,2.4e+07
"4891","18",2.4e+07,24500000
"4892","18",24500000,2.5e+07
"4893","18",2.5e+07,25500000
"4894","18",25500000,2.6e+07
"4895","18",2.6e+07,26500000
"4896","18",26500000,2.7e+07
"4897","18",2.7e+07,27500000
"4898","18",27500000,2.8e+07
"4899","18",2.8e+07,28500000
"4900","18",28500000,2.9e+07
"4901","18",2.9e+07,29500000
"4902","18",29500000,3e+07
"4903","18",3e+07,30500000
"4904","18",30500000,3.1e+07
"4905","18",3.1e+07,31500000
"4906","18",31500000,3.2e+07
"4907","18",3.2e+07,32500000
"4908","18",32500000,3.3e+07
"4909","18",3.3e+07,33500000
"4910","18",33500000,3.4e+07
"4911","18",3.4e+07,34500000
"4912","18",34500000,3.5e+07
"4913","18",3.5e+07,35500000
"4914","18",35500000,3.6e+07
"4915","18",3.6e+07,36500000
"4916","18",36500000,3.7e+07
"4917","18",3.7e+07,37500000
"4918","18",37500000,3.8e+07
"4919","18",3.8e+07,38500000
"4920","18",38500000,3.9e+07
"4921","18",3.9e+07,39500000
"4922","18",39500000,4e+07
"4923","18",4e+07,40500000
"4924","18",40500000,4.1e+07
"4925","18",4.1e+07,41500000
"4926","18",41500000,4.2e+07
"4927","18",4.2e+07,42500000
"4928","18",42500000,4.3e+07
"4929","18",4.3e+07,43500000
"4930","18",43500000,4.4e+07
"4931","18",44500000,4.5e+07
"4932","18",45500000,4.6e+07
"4933","18",4.6e+07,46500000
"4934","18",46500000,4.7e+07
"4935","18",4.7e+07,47500000
"4936","18",47500000,4.8e+07
"4937","18",4.8e+07,48500000
"4938","18",48500000,4.9e+07
"4939","18",4.9e+07,49500000
"4940","18",49500000,5e+07
"4941","18",50500000,5.1e+07
"4942","18",5.1e+07,51500000
"4943","18",51500000,5.2e+07
"4944","18",5.2e+07,52500000
"4945","18",52500000,5.3e+07
"4946","18",5.3e+07,53500000
"4947","18",53500000,5.4e+07
"4948","18",5.4e+07,54500000
"4949","18",54500000,5.5e+07
"4950","18",5.5e+07,55500000
"4951","18",55500000,5.6e+07
"4952","18",5.6e+07,56500000
"4953","18",56500000,5.7e+07
"4954","18",5.7e+07,57500000
"4955","18",57500000,5.8e+07
"4956","18",5.8e+07,58500000
"4957","18",58500000,5.9e+07
"4958","18",5.9e+07,59500000
"4959","18",59500000,6e+07
"4960","18",6e+07,60500000
"4961","18",60500000,6.1e+07
"4962","18",6.1e+07,61500000
"4963","18",61500000,6.2e+07
"4964","18",6.2e+07,62500000
"4965","18",62500000,6.3e+07
"4966","18",6.3e+07,63500000
"4967","18",63500000,6.4e+07
"4968","18",6.4e+07,64500000
"4969","18",64500000,6.5e+07
"4970","18",6.5e+07,65500000
"4971","18",65500000,6.6e+07
"4972","18",6.6e+07,66500000
"4973","18",66500000,6.7e+07
"4974","18",6.7e+07,67500000
"4975","18",67500000,6.8e+07
"4976","18",6.8e+07,68500000
"4977","18",68500000,6.9e+07
"4978","18",6.9e+07,69500000
"4979","18",69500000,7e+07
"4980","18",7e+07,70500000
"4981","18",70500000,7.1e+07
"4982","18",7.1e+07,71500000
"4983","18",71500000,7.2e+07
"4984","18",7.2e+07,72500000
"4985","18",72500000,7.3e+07
"4986","18",7.3e+07,73500000
"4987","18",73500000,7.4e+07
"4988","18",7.4e+07,74500000
"4989","18",74500000,7.5e+07
"4990","18",7.5e+07,75500000
"4991","18",75500000,7.6e+07
"4992","18",7.6e+07,76500000
"4993","18",76500000,7.7e+07
"4994","18",7.7e+07,77500000
"4995","19",5e+05,1e+06
"4996","19",1e+06,1500000
"4997","19",1500000,2e+06
"4998","19",2e+06,2500000
"4999","19",2500000,3e+06
"5000","19",3e+06,3500000
"5001","19",3500000,4e+06
"5002","19",4e+06,4500000
"5003","19",4500000,5e+06
"5004","19",5e+06,5500000
"5005","19",5500000,6e+06
"5006","19",6e+06,6500000
"5007","19",6500000,7e+06
"5008","19",7e+06,7500000
"5009","19",7500000,8e+06
"5010","19",8e+06,8500000
"5011","19",8500000,9e+06
"5012","19",9e+06,9500000
"5013","19",9500000,1e+07
"5014","19",1e+07,10500000
"5015","19",10500000,1.1e+07
"5016","19",1.1e+07,11500000
"5017","19",11500000,1.2e+07
"5018","19",1.2e+07,12500000
"5019","19",12500000,1.3e+07
"5020","19",1.3e+07,13500000
"5021","19",13500000,1.4e+07
"5022","19",1.4e+07,14500000
"5023","19",14500000,1.5e+07
"5024","19",1.5e+07,15500000
"5025","19",15500000,1.6e+07
"5026","19",1.6e+07,16500000
"5027","19",16500000,1.7e+07
"5028","19",1.7e+07,17500000
"5029","19",17500000,1.8e+07
"5030","19",1.8e+07,18500000
"5031","19",18500000,1.9e+07
"5032","19",1.9e+07,19500000
"5033","19",19500000,2e+07
"5034","19",2e+07,20500000
"5035","19",20500000,2.1e+07
"5036","19",2.1e+07,21500000
"5037","19",21500000,2.2e+07
"5038","19",2.2e+07,22500000
"5039","19",23500000,2.4e+07
"5040","19",28500000,2.9e+07
"5041","19",2.9e+07,29500000
"5042","19",29500000,3e+07
"5043","19",3e+07,30500000
"5044","19",30500000,3.1e+07
"5045","19",3.1e+07,31500000
"5046","19",31500000,3.2e+07
"5047","19",3.2e+07,32500000
"5048","19",32500000,3.3e+07
"5049","19",3.3e+07,33500000
"5050","19",33500000,3.4e+07
"5051","19",3.4e+07,34500000
"5052","19",34500000,3.5e+07
"5053","19",3.5e+07,35500000
"5054","19",35500000,3.6e+07
"5055","19",3.7e+07,37500000
"5056","19",3.8e+07,38500000
"5057","19",38500000,3.9e+07
"5058","19",3.9e+07,39500000
"5059","19",39500000,4e+07
"5060","19",4e+07,40500000
"5061","19",40500000,4.1e+07
"5062","19",4.1e+07,41500000
"5063","19",41500000,4.2e+07
"5064","19",4.2e+07,42500000
"5065","19",42500000,4.3e+07
"5066","19",4.3e+07,43500000
"5067","19",43500000,4.4e+07
"5068","19",4.4e+07,44500000
"5069","19",4.5e+07,45500000
